species_id,species,order,family,subfamily,genus,epithet,author,common_name_br,category_iucn,endemic_br
mam_756,"Tursiops gephyreus Lahille,",Cetartiodactyla,Delphinidae,NA,Tursiops,"gephyreus Lahille,",NA,golfinho-nariz-de-garrafa-de-Lahille,NA,NA
mam_757,Tursiops truncatus,Cetartiodactyla,Delphinidae,NA,Tursiops,truncatus,"(Montagu, 1821)",golfinho-nariz-de-garrafa-comum,NA,NA
mam_758,Inia araguaiaensis,Cetartiodactyla,Iniidae,NA,Inia,araguaiaensis,"Hrbek et al., 2014",boto-do-Araguaia,NA,NA
mam_759,Inia boliviensis,Cetartiodactyla,Iniidae,NA,Inia,boliviensis,"d'Orbigny, 1834",boto-da-Bolívia,NA,NA
mam_760,Inia geoffrensis,Cetartiodactyla,Iniidae,NA,Inia,geoffrensis,"(Blainville, 1817)","boto-vermelho, boto-do-Amazonas",NA,NA
mam_761,Kogia breviceps,Cetartiodactyla,Kogiidae,NA,Kogia,breviceps,"(Blainville, 1838)",cachalote-pigmeu,NA,NA
mam_762,Kogia sima,Cetartiodactyla,Kogiidae,NA,Kogia,sima,"(Owen, 1866)",cachalote-anão,NA,NA
mam_763,Phocoena dioptrica,Cetartiodactyla,Phocoenidae,NA,Phocoena,dioptrica,"Lahille, 1912",boto-de-óculos,NA,NA
mam_764,Phocoena spinipinnis,Cetartiodactyla,Phocoenidae,NA,Phocoena,spinipinnis,"Burmeister, 1865",boto-de-Burmeister,NA,NA
mam_765,Physeter macrocephalus,Cetartiodactyla,Physeteridae,NA,Physeter,macrocephalus,"Linnaeus, 1758",cachalote,NA,NA
mam_766,Pontoporia blainvillei,Cetartiodactyla,Pontoporiidae,NA,Pontoporia,blainvillei,"(Gervais & d'Orbigny, 1844)",toninha,NA,NA
mam_767,Berardius arnuxii,Cetartiodactyla,Ziphiidae,NA,Berardius,arnuxii,"Duvernoy, 1851",baleia-bicuda-de-Arnoux,NA,NA
mam_768,Hyperoodon planifrons,Cetartiodactyla,Ziphiidae,NA,Hyperoodon,planifrons,"Flower, 1882",baleia-bicuda-do-sul,NA,NA
mam_769,Mesoplodon densirostris,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,densirostris,"(Blainville, 1817)",baleia-bicuda-de-Blainville,NA,NA
mam_770,Mesoplodon europaeus,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,europaeus,"(Gervais, 1855)",baleia-bicuda-de-Gervais,NA,NA
mam_771,Mesoplodon grayi,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,grayi,"von Haast, 1876",baleia-bicuda-de-Gray,NA,NA
mam_772,Mesoplodon hectori,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,hectori,"(Gray, 1871)",baleia-bicuda-de-Hector,NA,NA
mam_773,Mesoplodon layardii,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,layardii,"(Gray, 1865)",baleia-bicuda-de-Layard,NA,NA
mam_774,Mesoplodon mirus,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,mirus,"True, 1913",baleia-bicuda-de-True,NA,NA
mam_775,Ziphius cavirostris,Cetartiodactyla,Ziphiidae,NA,Ziphius,cavirostris,"Cuvier, 1823",baleia-bicuda-de-Cuvier,NA,NA
