species_id,species,order,family,subfamily,genus,epithet,author,common_name_br,category_iucn,endemic_br
mam_205,Callicebus nigrifrons,Primates,Pitheciidae,Callicebinae,Callicebus,nigrifrons,"(Spix, 1823)",guigó,NA,NA
mam_206,Callicebus personatus,Primates,Pitheciidae,Callicebinae,Callicebus,personatus,"(É. Geoffroy St.-Hilaire, 1812)",sauá-de-cara-preta,NA,NA
mam_207,Callicebus lucifer,Primates,Pitheciidae,Callicebinae,Callicebus,lucifer,"Thomas, 1914",zogue-zogue,NA,NA
mam_208,Callicebus lugens,Primates,Pitheciidae,Callicebinae,Callicebus,lugens,"(Humboldt, 1811)",sauá-de-colar,NA,NA
mam_209,Callicebus regulus,Primates,Pitheciidae,Callicebinae,Callicebus,regulus,"Thomas, 1927",zogue-zogue,NA,NA
mam_210,Callicebus torquatus,Primates,Pitheciidae,Callicebinae,Callicebus,torquatus,"(Hoffmannsegg, 1807)",sauá-de-colar,NA,NA
mam_211,Callicebus baptista,Primates,Pitheciidae,Callicebinae,Callicebus,baptista,"Lönnberg, 1939",zogue-zogue,NA,NA
mam_212,Callicebus bernhardi,Primates,Pitheciidae,Callicebinae,Callicebus,bernhardi,"M. Roomalen, T. Roosmalen & Mittermeier, 2002",zogue-zogue,NA,NA
mam_213,Callicebus brunneus,Primates,Pitheciidae,Callicebinae,Callicebus,brunneus,"(Wagner, 1842)",zogue-zogue,NA,NA
mam_214,Callicebus caligatus,Primates,Pitheciidae,Callicebinae,Callicebus,caligatus,"(Wagner, 1842)",zogue-zogue,NA,NA
mam_215,Callicebus cinerascens,Primates,Pitheciidae,Callicebinae,Callicebus,cinerascens,"(Spix, 1823)",zogue-zogue,NA,NA
mam_216,Callicebus cupreus,Primates,Pitheciidae,Callicebinae,Callicebus,cupreus,"(Spix, 1823)",zogue-zogue,NA,NA
mam_217,Callicebus donacophilus,Primates,Pitheciidae,Callicebinae,Callicebus,donacophilus,"(d'Orbigny, 1836)",zogue-zogue,NA,NA
mam_218,Callicebus grovesi,Primates,Pitheciidae,Callicebinae,Callicebus,grovesi,"(Boubli et al., 2019)",zogue-zogue,NA,NA
mam_219,Callicebus hoffmannsi,Primates,Pitheciidae,Callicebinae,Callicebus,hoffmannsi,"Thomas, 1908",zogue-zogue,NA,NA
mam_220,Callicebus miltoni,Primates,Pitheciidae,Callicebinae,Callicebus,miltoni,"Dalponte, F. Silva & Silva Júnior, 2014",zogue-zogue,NA,NA
mam_221,Callicebus moloch,Primates,Pitheciidae,Callicebinae,Callicebus,moloch,"(Hoffmannsegg, 1807)",sauá-de-barriga-vermelha,NA,NA
mam_222,Callicebus pallescens,Primates,Pitheciidae,Callicebinae,Callicebus,pallescens,"Thomas, 1907",zogue-zogue,NA,NA
mam_223,Callicebus parecis,Primates,Pitheciidae,Callicebinae,Callicebus,parecis,"(Gusmão et al., 2019)",zogue-zogue,NA,NA
mam_224,Callicebus vieirai,Primates,Pitheciidae,Callicebinae,Callicebus,vieirai,"Gualda-Barros, Nascimento & Amaral, 2012",zogue-zogue,NA,NA
mam_225,Sylvilagus brasiliensis,Lagomorpha,Leporidae,NA,Sylvilagus,brasiliensis,"(Linnaeus, 1758)",tapiti,NA,NA
mam_226,Sylvilagus minensis,Lagomorpha,Leporidae,NA,Sylvilagus,minensis,"Thomas, 1901",tapiti,NA,NA
mam_227,Sylvilagus paraguensis,Lagomorpha,Leporidae,NA,Sylvilagus,paraguensis,"Thomas, 1901",tapiti,NA,NA
mam_228,Sylvilagus tapetillus ,Lagomorpha,Leporidae,NA,Sylvilagus,tapetillus ,NA,tapiti,NA,NA
mam_229,Cavia aperea,Rodentia,Caviidae,NA,Cavia,aperea,"Erxleben, 1777",preá,NA,NA
mam_230,Cavia fulgida,Rodentia,Caviidae,NA,Cavia,fulgida,"Wagler, 1831",preá,NA,NA
mam_231,Cavia intermedia,Rodentia,Caviidae,NA,Cavia,intermedia,"Cherem, Olimpio & Ximenez, 1999",preá,NA,NA
mam_232,Cavia magna,Rodentia,Caviidae,NA,Cavia,magna,"Ximenez, 1980",preá,NA,NA
mam_233,Galea flavidens,Rodentia,Caviidae,NA,Galea,flavidens,"(Brandt, 1835)",preá,NA,NA
mam_234,Galea spixii,Rodentia,Caviidae,NA,Galea,spixii,"(Wagler, 1831)",preá,NA,NA
mam_235,Hydrochoerus hydrochaeris,Rodentia,Caviidae,NA,Hydrochoerus,hydrochaeris,"(Linnaeus, 1766)",capivara,NA,NA
mam_236,Kerodon acrobata,Rodentia,Caviidae,NA,Kerodon,acrobata,"Moojen, Locks & Langguth, 1997",mocó,NA,NA
mam_237,Kerodon rupestris,Rodentia,Caviidae,NA,Kerodon,rupestris,"(Wied-Neuwied, 1820)",mocó,NA,NA
mam_238,Ctenomys bicolor,Rodentia,Ctenomyidae,NA,Ctenomys,bicolor,"Miranda-Ribeiro, 1914",tuco-tuco,NA,NA
mam_239,Ctenomys flamarioni,Rodentia,Ctenomyidae,NA,Ctenomys,flamarioni,"Travi, 1981",tuco-tuco,NA,NA
mam_240,Ctenomys ibicuiensis,Rodentia,Ctenomyidae,NA,Ctenomys,ibicuiensis,"Freitas et al., 2012",tuco-tuco,NA,NA
mam_241,Ctenomys lami,Rodentia,Ctenomyidae,NA,Ctenomys,lami,"Freitas, 2001",tuco-tuco,NA,NA
mam_242,Ctenomys minutus,Rodentia,Ctenomyidae,NA,Ctenomys,minutus,"Nehring, 1887",tuco-tuco,NA,NA
mam_243,Ctenomys nattereri,Rodentia,Ctenomyidae,NA,Ctenomys,nattereri,"Wagner, 1848",tuco-tuco,NA,NA
mam_244,Ctenomys rondoni,Rodentia,Ctenomyidae,NA,Ctenomys,rondoni,"Miranda-Ribeiro, 1914",tuco-tuco,NA,NA
mam_245,Ctenomys torquatus,Rodentia,Ctenomyidae,NA,Ctenomys,torquatus,"Lichtenstein, 1830",tuco-tuco,NA,NA
mam_246,Cuniculus paca,Rodentia,Cuniculidae,NA,Cuniculus,paca,"(Linnaeus, 1766)",paca,NA,NA
mam_247,Dasyprocta azarae,Rodentia,Dasyproctidae,NA,Dasyprocta,azarae,"Lichtenstein, 1823",cutia,NA,NA
mam_248,Dasyprocta croconota,Rodentia,Dasyproctidae,NA,Dasyprocta,croconota,"Wagler, 1831",cutia,NA,NA
mam_249,Dasyprocta fuliginosa,Rodentia,Dasyproctidae,NA,Dasyprocta,fuliginosa,"Wagler, 1832",cutia,NA,NA
mam_250,Dasyprocta iacki,Rodentia,Dasyproctidae,NA,Dasyprocta,iacki,"Feijó & Langguth, 2013",cutia-de-garupa-laranja,NA,NA
mam_251,Dasyprocta leporina,Rodentia,Dasyproctidae,NA,Dasyprocta,leporina,"(Linnaeus, 1758)",cutia,NA,NA
mam_252,Dasyprocta prymnolopha,Rodentia,Dasyproctidae,NA,Dasyprocta,prymnolopha,"Wagler, 1831",cutia,NA,NA
mam_253,Dasyprocta variegata,Rodentia,Dasyproctidae,NA,Dasyprocta,variegata,"Tschudi, 1845",cutia,NA,NA
mam_254,Myoprocta acouchy,Rodentia,Dasyproctidae,NA,Myoprocta,acouchy,"(Erxleben, 1777)",cutiara,NA,NA
mam_255,Myoprocta pratti,Rodentia,Dasyproctidae,NA,Myoprocta,pratti,"Pocock, 1913",cutiara,NA,NA
mam_256,Dinomys branickii,Rodentia,Dinomyidae,NA,Dinomys,branickii,"Peters, 1873",pacarana,NA,NA
mam_257,Carterodon sulcidens,Rodentia,Echimyidae,Carterodontinae,Carterodon,sulcidens,"(Lund, 1838)",rato-do-mato,NA,NA
mam_258,Dactylomys boliviensis,Rodentia,Echimyidae,Echimyinae,Dactylomys,boliviensis,"Anthony, 1920",toró,NA,NA
mam_259,Dactylomys dactylinus,Rodentia,Echimyidae,Echimyinae,Dactylomys,dactylinus,"(Desmarest, 1817)",toró,NA,NA
mam_260,Echimys chrysurus,Rodentia,Echimyidae,Echimyinae,Echimys,chrysurus,"(Zimmermann, 1780)",rato-da-árvore,NA,NA
mam_261,Echimys vieirai,Rodentia,Echimyidae,Echimyinae,Echimys,vieirai,"Iack-Ximenes, Vivo & Percequillo, 2005",rato-da-árvore,NA,NA
mam_262,Isothrix bistriata,Rodentia,Echimyidae,Echimyinae,Isothrix,bistriata,"Wagner, 1845",rato-coró,NA,NA
mam_263,Isothrix negrensis,Rodentia,Echimyidae,Echimyinae,Isothrix,negrensis,"Thomas, 1920",rato-coró,NA,NA
mam_264,Isothrix pagurus,Rodentia,Echimyidae,Echimyinae,Isothrix,pagurus,"Wagner, 1845",rato-coró,NA,NA
mam_265,Isothrix sinnamariensis,Rodentia,Echimyidae,Echimyinae,Isothrix,sinnamariensis,"Vié et al., 1996",rato-coró,NA,NA
mam_266,Kannabateomys amblyonyx,Rodentia,Echimyidae,Echimyinae,Kannabateomys,amblyonyx,"(Wagner, 1845)",rato-da-taquara,NA,NA
mam_267,Lonchothrix emiliae,Rodentia,Echimyidae,Echimyinae,Lonchothrix,emiliae,"Thomas, 1920",rato-de-espinho,NA,NA
mam_268,Makalata didelphoides,Rodentia,Echimyidae,Echimyinae,Makalata,didelphoides,"(Desmarest, 1817)",rato-coró,NA,NA
mam_269,Makalata macrura,Rodentia,Echimyidae,Echimyinae,Makalata,macrura,"(Wagner, 1842)",rato-coró,NA,NA
mam_270,Makalata obscura,Rodentia,Echimyidae,Echimyinae,Makalata,obscura,"(Wagner, 1840)",rato-coró,NA,NA
mam_271,Mesomys hispidus,Rodentia,Echimyidae,Echimyinae,Mesomys,hispidus,"(Desmarest, 1817)",rato-do-espinho,NA,NA
mam_272,Mesomys occultus,Rodentia,Echimyidae,Echimyinae,Mesomys,occultus,"Patton, da Silva & Malcolm, 2000",rato-do-espinho,NA,NA
mam_273,Mesomys stimulax,Rodentia,Echimyidae,Echimyinae,Mesomys,stimulax,"Thomas, 1911",rato-do-espinho,NA,NA
mam_274,Phyllomys blainvilii,Rodentia,Echimyidae,Echimyinae,Phyllomys,blainvilii,"(Jourdan, 1837)",rato-da-árvore,NA,NA
mam_275,Phyllomys brasiliensis,Rodentia,Echimyidae,Echimyinae,Phyllomys,brasiliensis,"Lund, 1840",rato-da-árvore,NA,NA
mam_276,Phyllomys centralis,Rodentia,Echimyidae,Echimyinae,Phyllomys,centralis,"Machado et al., 2018",rato-da-árvore,NA,NA
mam_277,Phyllomys dasythrix,Rodentia,Echimyidae,Echimyinae,Phyllomys,dasythrix,"Hensel, 1872",rato-da-árvore,NA,NA
mam_278,Phyllomys kerri,Rodentia,Echimyidae,Echimyinae,Phyllomys,kerri,"(Moojen, 1950)",rato-da-árvore,NA,NA
mam_279,Phyllomys lamarum,Rodentia,Echimyidae,Echimyinae,Phyllomys,lamarum,"(Thomas, 1916)",rato-da-árvore,NA,NA
mam_280,Phyllomys lundi,Rodentia,Echimyidae,Echimyinae,Phyllomys,lundi,"Leite, 2003",rato-da-árvore,NA,NA
mam_281,Phyllomys mantiqueirensis,Rodentia,Echimyidae,Echimyinae,Phyllomys,mantiqueirensis,"Leite, 2003",rato-da-árvore,NA,NA
mam_282,Phyllomys medius,Rodentia,Echimyidae,Echimyinae,Phyllomys,medius,"(Thomas, 1909)",rato-da-árvore,NA,NA
mam_283,Phyllomys nigrispinus,Rodentia,Echimyidae,Echimyinae,Phyllomys,nigrispinus,"(Wagner, 1842)",rato-da-árvore,NA,NA
mam_284,Phyllomys pattoni,Rodentia,Echimyidae,Echimyinae,Phyllomys,pattoni,"Emmons et al., 2002",rato-da-árvore,NA,NA
mam_285,Phyllomys sulinus,Rodentia,Echimyidae,Echimyinae,Phyllomys,sulinus,"Leite, Christoff & Fagundes, 2008",rato-da-árvore,NA,NA
mam_286,Phyllomys thomasi,Rodentia,Echimyidae,Echimyinae,Phyllomys,thomasi,"(Ihering, 1897)",rato-da-árvore,NA,NA
mam_287,Phyllomys unicolor,Rodentia,Echimyidae,Echimyinae,Phyllomys,unicolor,"(Wagner, 1842)",rato-sauiá,NA,NA
mam_288,Toromys grandis,Rodentia,Echimyidae,Echimyinae,Toromys,grandis,"(Wagner, 1845)",rato-da-árvore,NA,NA
mam_289,Callistomys pictus,Rodentia,Echimyidae,Echimyinae,Callistomys,pictus,"(Pictet, 1843)",rato-do-cacau,NA,NA
mam_290,Myocastor coypus,Rodentia,Echimyidae,Echimyinae,Myocastor,coypus,"(Molina, 1782)",ratão-do-banhado,NA,NA
mam_291,Proechimys brevicauda,Rodentia,Echimyidae,Echimyinae,Proechimys,brevicauda,"(Günther, 1876)",rato-de-espinho,NA,NA
mam_292,Proechimys cuvieri,Rodentia,Echimyidae,Echimyinae,Proechimys,cuvieri,"Petter, 1978",rato-de-espinho,NA,NA
mam_293,Proechimys echinothrix,Rodentia,Echimyidae,Echimyinae,Proechimys,echinothrix,"da Silva, 1998",rato-de-espinho,NA,NA
mam_294,Proechimys gardneri,Rodentia,Echimyidae,Echimyinae,Proechimys,gardneri,"da Silva, 1998",rato-de-espinho,NA,NA
mam_295,Proechimys goeldii,Rodentia,Echimyidae,Echimyinae,Proechimys,goeldii,"Thomas, 1905",rato-de-espinho,NA,NA
mam_296,Proechimys guyannensis,Rodentia,Echimyidae,Echimyinae,Proechimys,guyannensis,"(É. Geoffroy St.-Hilaire, 1803)",rato-de-espinho,NA,NA
mam_297,Proechimys kulinae,Rodentia,Echimyidae,Echimyinae,Proechimys,kulinae,"da Silva, 1998",rato-de-espinho,NA,NA
mam_298,Proechimys longicaudatus,Rodentia,Echimyidae,Echimyinae,Proechimys,longicaudatus,"(Rengger, 1830)",rato-de-espinho,NA,NA
mam_299,Proechimys pattoni,Rodentia,Echimyidae,Echimyinae,Proechimys,pattoni,"da Silva, 1998",rato-de-espinho,NA,NA
mam_300,Proechimys quadruplicatus,Rodentia,Echimyidae,Echimyinae,Proechimys,quadruplicatus,"Hershkovitz, 1948",rato-de-espinho,NA,NA
mam_301,Proechimys roberti,Rodentia,Echimyidae,Echimyinae,Proechimys,roberti,"Thomas, 1901",rato-de-espinho,NA,NA
mam_302,Proechimys simonsi,Rodentia,Echimyidae,Echimyinae,Proechimys,simonsi,"Thomas, 1900",rato-de-espinho,NA,NA
mam_303,Proechimys steerei,Rodentia,Echimyidae,Echimyinae,Proechimys,steerei,"Goldman, 1911",rato-de-espinho,NA,NA
mam_304,Thrichomys apereoides,Rodentia,Echimyidae,Echimyinae,Thrichomys,apereoides,"(Lund, 1839)",punaré,NA,NA
mam_305,Thrichomys inermis,Rodentia,Echimyidae,Echimyinae,Thrichomys,inermis,"(Pictet, 1843)",punaré,NA,NA
mam_306,Thrichomys fosteri ,Rodentia,Echimyidae,Echimyinae,Thrichomys,fosteri ,NA,punaré,NA,NA
mam_307,Thrichomys laurentius,Rodentia,Echimyidae,Echimyinae,Thrichomys,laurentius,"Thomas, 1904",punaré,NA,NA
mam_308,Thrichomys pachyurus,Rodentia,Echimyidae,Echimyinae,Thrichomys,pachyurus,"(Wagner, 1845)",punaré,NA,NA
mam_309,Clyomys laticeps,Rodentia,Echimyidae,Euryzygomatomyinae,Clyomys,laticeps,"(Thomas, 1909)",rato-do-espinho,NA,NA
mam_310,Euryzygomatomys spinosus,Rodentia,Echimyidae,Euryzygomatomyinae,Euryzygomatomys,spinosus,"(Fischer, 1814)",guirá,NA,NA
mam_311,Trinomys albispinus,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,albispinus,"(I. Geoffroy St.-Hilaire, 1838)",rato-de-espinho,NA,NA
mam_312,Trinomys dimidiatus,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,dimidiatus,"(Günther, 1877)",rato-de-espinho,NA,NA
mam_313,Trinomys eliasi,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,eliasi,"(Pessôa & dos Reis, 1993)",rato-de-espinho,NA,NA
mam_314,Trinomys gratiosus,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,gratiosus,"(Moojen, 1948)",rato-de-espinho,NA,NA
mam_315,Trinomys iheringi,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,iheringi,"(Thomas, 1911)",rato-de-espinho,NA,NA
mam_316,Trinomys mirapitanga,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,mirapitanga,"Lara, Patton & Hingst-Zaher, 2002",rato-de-espinho,NA,NA
mam_317,Trinomys moojeni,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,moojeni,"(Pessôa, Oliveira & dos Reis, 1992)",rato-de-espinho,NA,NA
mam_318,Trinomys paratus,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,paratus,"(Moojen, 1948)",rato-de-espinho,NA,NA
mam_319,Trinomys setosus,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,setosus,"(Desmarest, 1817)",rato-de-espinho,NA,NA
mam_320,Trinomys yonenagae,Rodentia,Echimyidae,Euryzygomatomyinae,Trinomys,yonenagae,"(Rocha, 1995)",rato-de-espinho,NA,NA
mam_321,Chaetomys subspinosus,Rodentia,Erethizontidae,NA,Chaetomys,subspinosus,"(Olfers, 1818)",ouriço-preto,NA,NA
mam_322,Coendou ichillus,Rodentia,Erethizontidae,NA,Coendou,ichillus,"Voss & da Silva, 2001",ouriço-cacheiro,NA,NA
mam_323,Coendou melanurus,Rodentia,Erethizontidae,NA,Coendou,melanurus,"(Wagner, 1842)",ouriço-cacheiro,NA,NA
mam_324,Coendou roosmalenorum,Rodentia,Erethizontidae,NA,Coendou,roosmalenorum,"Voss & da Silva, 2001",ouriço-cacheiro,NA,NA
mam_325,Coendou baturitensis,Rodentia,Erethizontidae,NA,Coendou,baturitensis,"Feijó & Langguth, 2013",porco-espinho-de-baturité,NA,NA
mam_326,Coendou longicaudatus,Rodentia,Erethizontidae,NA,Coendou,longicaudatus,"Daudin, 1802",ouriço-cacheiro,NA,NA
mam_327,Coendou prehensilis,Rodentia,Erethizontidae,NA,Coendou,prehensilis,"(Linnaeus, 1758)",ouriço-cacheiro,NA,NA
mam_328,Coendou bicolor,Rodentia,Erethizontidae,NA,Coendou,bicolor,"(Tschudi, 1844)",ouriço-cacheiro,NA,NA
mam_329,Coendou insidiosus,Rodentia,Erethizontidae,NA,Coendou,insidiosus,"(Olfers, 1818)",ouriço-cacheiro,NA,NA
mam_330,Coendou nycthemera,Rodentia,Erethizontidae,NA,Coendou,nycthemera,"(Olfers, 1818)",ouriço-cacheiro,NA,NA
mam_331,Coendou speratus,Rodentia,Erethizontidae,NA,Coendou,speratus,"Mendes Pontes et al., 2013",cuandu-mirim,NA,NA
mam_332,Coendou spinosus,Rodentia,Erethizontidae,NA,Coendou,spinosus,"(Cuvier, 1823)",ouriço-cacheiro,NA,NA
mam_333,Abrawayaomys ruschii,Rodentia,Cricetidae,Sigmodontinae,Abrawayaomys,ruschii,"Cunha & Cruz, 1979",rato-do-mato,NA,NA
mam_334,Delomys altimontanus,Rodentia,Cricetidae,Sigmodontinae,Delomys,altimontanus,"Gonçalves & Oliveira, 2014",rato-do-mato,NA,NA
mam_335,Delomys dorsalis,Rodentia,Cricetidae,Sigmodontinae,Delomys,dorsalis,"(Hensel, 1872)",rato-do-mato,NA,NA
mam_336,Delomys sublineatus,Rodentia,Cricetidae,Sigmodontinae,Delomys,sublineatus,"(Thomas, 1903)",rato-do-mato,NA,NA
mam_337,Akodon azarae,Rodentia,Cricetidae,Sigmodontinae,Akodon,azarae,"(Fischer, 1829)",rato-do-chão,NA,NA
mam_338,Akodon cursor,Rodentia,Cricetidae,Sigmodontinae,Akodon,cursor,"(Winge, 1887)",rato-da-mata,NA,NA
mam_339,Akodon diauarum,Rodentia,Cricetidae,Sigmodontinae,Akodon,diauarum,"Brandão et al., 2022",rato-do-mato-de-diauarum,NA,NA
mam_340,Akodon kadiweu,Rodentia,Cricetidae,Sigmodontinae,Akodon,kadiweu,"Brandão et al., 2021",rato-do-mato-kadiwéu,NA,NA
mam_341,Akodon lindberghi,Rodentia,Cricetidae,Sigmodontinae,Akodon,lindberghi,"Hershkovitz, 1990",rato-do-chão,NA,NA
mam_342,Akodon montensis,Rodentia,Cricetidae,Sigmodontinae,Akodon,montensis,"Thomas, 1913",rato-do-chão,NA,NA
mam_343,Akodon mystax,Rodentia,Cricetidae,Sigmodontinae,Akodon,mystax,"Hershkovitz, 1998",rato-do-chão-do-Caparaó,NA,NA
mam_344,Akodon paranaensis,Rodentia,Cricetidae,Sigmodontinae,Akodon,paranaensis,"Christoff et al., 2000",rato-do-chão,NA,NA
mam_345,Akodon reigi,Rodentia,Cricetidae,Sigmodontinae,Akodon,reigi,"González, Langguth & Oliveira, 1998",rato-do-chão,NA,NA
mam_346,Akodon sanctipaulensis,Rodentia,Cricetidae,Sigmodontinae,Akodon,sanctipaulensis,"Hershkovitz, 1990",rato-do-chão,NA,NA
mam_347,Akodon toba,Rodentia,Cricetidae,Sigmodontinae,Akodon,toba,"Thomas, 1921",rato-do-chão,NA,NA
mam_348,Bibimys labiosus,Rodentia,Cricetidae,Sigmodontinae,Bibimys,labiosus,"(Winge, 1887)",rato-do-chão,NA,NA
mam_349,Blarinomys breviceps,Rodentia,Cricetidae,Sigmodontinae,Blarinomys,breviceps,"(Winge, 1887)",rato-do-mato,NA,NA
mam_350,Brucepattersonius griserufescens,Rodentia,Cricetidae,Sigmodontinae,Brucepattersonius,griserufescens,"Hershkovitz, 1998",rato-do-chão,NA,NA
mam_351,Brucepattersonius iheringi,Rodentia,Cricetidae,Sigmodontinae,Brucepattersonius,iheringi,"(Thomas, 1896)",rato-do-chão,NA,NA
mam_352,Brucepattersonius nebulosus,Rodentia,Cricetidae,Sigmodontinae,Brucepattersonius,nebulosus,"Abreu-Júnior et al., 2019",rato-do-chão,NA,NA
mam_353,Brucepattersonius soricinus,Rodentia,Cricetidae,Sigmodontinae,Brucepattersonius,soricinus,"Hershkovitz, 1998",rato-do-chão,NA,NA
mam_354,Castoria angustidens,Rodentia,Cricetidae,Sigmodontinae,Castoria,angustidens,"Winge, 1887",rato-do-chão,NA,NA
mam_355,Deltamys kempi,Rodentia,Cricetidae,Sigmodontinae,Deltamys,kempi,"Thomas, 1917",rato-do-mato,NA,NA
mam_356,Deltamys araucaria,Rodentia,Cricetidae,Sigmodontinae,Deltamys,araucaria,"Quintela et al., 2017",rato-do-mato,NA,NA
mam_357,Gyldenstolpia fronto,Rodentia,Cricetidae,Sigmodontinae,Gyldenstolpia,fronto,"(Winge, 1887)",rato-do-mato,NA,NA
mam_358,Gyldenstolpia planaltensis,Rodentia,Cricetidae,Sigmodontinae,Gyldenstolpia,planaltensis,"(Avila-Pires, 1972)",rato-do-mato,NA,NA
mam_359,Juscelinomys candango,Rodentia,Cricetidae,Sigmodontinae,Juscelinomys,candango,"Moojen, 1965",rato-candango,NA,NA
mam_360,Kunsia tomentosus,Rodentia,Cricetidae,Sigmodontinae,Kunsia,tomentosus,"(Lichtenstein, 1830)",rato-do-mato,NA,NA
mam_361,Necromys lasiurus,Rodentia,Cricetidae,Sigmodontinae,Necromys,lasiurus,"(Lund, 1841)","rato-do-mato, pixuna, caxexo",NA,NA
mam_362,Necromys lenguarum,Rodentia,Cricetidae,Sigmodontinae,Necromys,lenguarum,"(Thomas, 1898)",desconhecido,NA,NA
mam_363,Oxymycterus amazonicus,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,amazonicus,"Hershkovitz, 1994",rato-do-brejo,NA,NA
mam_364,Oxymycterus caparaoe,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,caparaoe,"Hershkovitz, 1998",rato-do-brejo,NA,NA
mam_365,Oxymycterus dasytrichus,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,dasytrichus,"(Schinz, 1821)",rato-do-brejo,NA,NA
mam_366,Oxymycterus delator,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,delator,"Thomas, 1903",rato-do-brejo,NA,NA
mam_367,Oxymycterus inca,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,inca,"Thomas, 1900",rato-do-brejo,NA,NA
mam_368,Oxymycterus itapeby,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,itapeby,"Peçanha et al., 2019",rato-do-brejo,NA,NA
mam_369,Oxymycterus nasutus,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,nasutus,"(Waterhouse, 1837)",rato-do-brejo,NA,NA
mam_370,Oxymycterus quaestor,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,quaestor,"Thomas, 1903",rato-do-brejo,NA,NA
mam_371,Oxymycterus rufus,Rodentia,Cricetidae,Sigmodontinae,Oxymycterus,rufus,"(G. Fischer, 1814)",rato-do-brejo,NA,NA
mam_372,Scapteromys aquaticus,Rodentia,Cricetidae,Sigmodontinae,Scapteromys,aquaticus,"Thomas, 1920",rato-d'água,NA,NA
mam_373,Scapteromys meridionalis,Rodentia,Cricetidae,Sigmodontinae,Scapteromys,meridionalis,"Quintela et al., 2014",rato-d'água,NA,NA
mam_374,Scapteromys tumidus,Rodentia,Cricetidae,Sigmodontinae,Scapteromys,tumidus,"(Waterhouse, 1837)",rato-d'água,NA,NA
mam_375,Thalpomys cerradensis,Rodentia,Cricetidae,Sigmodontinae,Thalpomys,cerradensis,"Hershkovitz, 1990",rato-do-chão,NA,NA
mam_376,Thalpomys lasiotis,Rodentia,Cricetidae,Sigmodontinae,Thalpomys,lasiotis,"Thomas, 1916",rato-do-chão,NA,NA
mam_377,Thaptomys nigrita,Rodentia,Cricetidae,Sigmodontinae,Thaptomys,nigrita,"(Lichtenstein, 1829)",rato-do-chão,NA,NA
mam_378,Neusticomys ferreirai,Rodentia,Cricetidae,Sigmodontinae,Neusticomys,ferreirai,"Percequillo, Carmignotto & Silva, 2005",rato-d'água,NA,NA
mam_379,Neusticomys oyapocki,Rodentia,Cricetidae,Sigmodontinae,Neusticomys,oyapocki,"(Dubost & Petter, 1978)",rato-d'água,NA,NA
mam_380,Neusticomys peruviensis,Rodentia,Cricetidae,Sigmodontinae,Neusticomys,peruviensis,"(Musser & Gardner, 1974)",rato-d'água,NA,NA
mam_381,Cerradomys akroai,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,akroai,"Bovincino, Casado & Weksler, 2014",rato-do-chão,NA,NA
mam_382,Cerradomys goytaca,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,goytaca,"Tavares, Pessôa & Gonçalves, 2011",rato-goytacá,NA,NA
mam_383,Cerradomys langguthi,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,langguthi,"Percequillo, Hingst-Zaher & Bonvicino, 2008",rato-do-chão,NA,NA
mam_384,Cerradomys maracajuensis,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,maracajuensis,"(Langguth & Bonvicino, 2002)",rato-do-mato,NA,NA
mam_385,Cerradomys marinhus,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,marinhus,"(Bonvicino, 2003)",rato-do-mato,NA,NA
mam_386,Cerradomys scotti,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,scotti,"(Langguth & Bonvicino, 2002)",rato-do-mato,NA,NA
mam_387,Cerradomys subflavus,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,subflavus,"(Wagner, 1842)",rato-do-mato,NA,NA
mam_388,Cerradomys vivoi,Rodentia,Cricetidae,Sigmodontinae,Cerradomys,vivoi,"Percequillo, Hingst-Zaher & Bonvicino, 2008",rato-do-mato,NA,NA
mam_389,Drymoreomys albimaculatus,Rodentia,Cricetidae,Sigmodontinae,Drymoreomys,albimaculatus,"Percequillo, Weksler & Costa, 2011",rato-do-mato,NA,NA
mam_390,Euryoryzomys emmonsae,Rodentia,Cricetidae,Sigmodontinae,Euryoryzomys,emmonsae,"(Musser et al., 1998)",rato-do-mato,NA,NA
